,user_gender,referral_code_used,user_age,monthly_total_sell,EOP_Saham_AUM,EOP_Pasar_Uang_AUM,EOP_Pendapatan_Tetap_AUM,EOP_Campuran_AUM,EOP_total_invested_amount,EOP_profit_rate,user_vintage,predicted_score
1,0,0,27.0,0.0,0.0,0.0,1007002.0,0.0,1000000.0,0.7002,0.0,0.6024688082660271
2,0,0,29.0,0.0,208031.0,80121.0,135383.0,0.0,425000.0,-0.34470588235294114,0.0,0.5631020000883179
3,0,0,30.0,0.0,100425.0,20104.0,90968.0,0.0,200000.0,5.748500000000001,2.0,0.7725527239534702
4,1,0,31.0,0.0,809836.0,100130.0,441596.0,0.0,1325000.0,2.0046792452830187,1.0,0.5554392102738682
5,0,0,22.0,0.0,10990.0,20086.0,70467.0,0.0,100000.0,1.543,2.0,0.5654837033294111
6,0,0,27.0,0.0,53193.0,110190.0,40181.0,0.0,200000.0,1.7819999999999996,0.0,0.6417881820977303
9,1,0,33.0,0.0,104376.0,0.0,0.0,0.0,100000.0,4.376,2.0,0.6488367397007659
11,0,0,36.0,0.0,0.0,10012.0,0.0,0.0,10000.0,0.12,1.0,0.6075380800426654
15,1,0,21.0,-40000.0,148160.0,0.0,90434.0,0.0,230633.0,3.4518043818534214,1.0,0.5537879904545476
17,1,0,23.0,0.0,11431.0,0.0,0.0,0.0,10000.0,14.31,2.0,0.895055291488449
21,0,0,27.0,-100000.0,0.0,10009.0,0.0,0.0,10000.0,0.09,0.0,0.5671829029378594
25,1,0,28.0,0.0,105151.0,20050.0,80319.0,0.0,200000.0,2.76,1.0,0.5678522126321892
27,1,0,23.0,0.0,988726.0,291869.0,793556.0,0.0,2000000.0,3.70755,2.0,0.5654098400082258
30,0,0,22.0,0.0,63348.0,10017.0,30100.0,0.0,100000.0,3.465,0.0,0.6802859815280035
31,1,0,50.0,0.0,49600.0,10008.0,40047.0,0.0,100000.0,-0.345,0.0,0.5866061465023304
35,1,0,49.0,-60000.0,11253.0,70374.0,20226.0,0.0,100000.0,1.8530000000000002,2.0,0.6384207048828878
40,0,0,23.0,0.0,41027.0,10034.0,50331.0,0.0,100000.0,1.392,0.0,0.6008678016124964
41,1,0,32.0,0.0,62401.0,10052.0,30118.0,0.0,100000.0,2.571,1.0,0.5841337075763846
43,1,0,38.0,0.0,0.0,0.0,10001463.0,0.0,10000000.0,0.01463,0.0,0.6012716021650212
52,0,0,34.0,0.0,1301959.0,1259131.0,4111851.0,0.0,6500000.0,2.660630769230769,2.0,0.7131626632872673
54,0,0,38.0,0.0,0.0,1264448.0,0.0,0.0,1260000.0,0.353015873015873,2.0,0.6189903239401522
55,0,0,23.0,0.0,119697.0,30123.0,161319.0,0.0,300000.0,3.7130000000000005,2.0,0.6639309601278716
57,1,0,37.0,-300000.0,305279.0,0.0,0.0,0.0,300000.0,1.7596666666666667,1.0,0.5749741825530587
59,1,0,21.0,-220000.0,605906.0,70087.0,120430.0,0.0,760000.0,4.7925,1.0,0.6096835916043095
61,0,0,23.0,0.0,41045.0,10015.0,50185.0,0.0,100000.0,1.2449999999999999,0.0,0.594519416832272
65,1,0,49.0,0.0,1871034.0,1304402.0,1755231.0,0.0,4900000.0,0.6258571428571429,1.0,0.6218108066034314
67,1,0,39.0,0.0,0.0,100779.0,0.0,0.0,100000.0,0.779,1.0,0.5493761378556261
71,0,0,29.0,0.0,250601.0,301009.0,0.0,0.0,550000.0,0.2927272727272727,0.0,0.591228903859959
72,0,0,33.0,-310000.0,0.0,10026.0,0.0,0.0,10000.0,0.26,2.0,0.5729438865881471
73,1,0,28.0,0.0,67518.0,10055.0,30341.0,0.0,100000.0,7.914000000000001,2.0,0.7545454148016594
76,1,0,22.0,0.0,480923.0,0.0,0.0,0.0,450000.0,6.871777777777777,2.0,0.6854167525106161
79,0,0,28.0,0.0,104741.0,221026.0,80376.0,0.0,400000.0,1.53575,1.0,0.6210043443533836
81,1,0,27.0,0.0,43741.0,10051.0,50523.0,0.0,100000.0,4.315,2.0,0.6111010330675576
84,0,0,27.0,0.0,22354.0,10054.0,70819.0,0.0,100000.0,3.227,2.0,0.6666682104740351
85,1,0,33.0,0.0,0.0,2041379.0,38356207.0,0.0,40031788.0,0.913768827912458,2.0,0.7676118177864103
87,0,0,28.0,0.0,51383.0,110058.0,40162.0,0.0,200000.0,0.8015,0.0,0.6064986106098775
90,1,0,51.0,0.0,113111.0,222037.0,80729.0,0.0,400000.0,3.9692499999999997,2.0,0.7325355955954014
97,0,0,23.0,0.0,10630.0,30196.0,0.0,0.0,40000.0,2.0650000000000004,2.0,0.5940757559224249
104,1,0,21.0,-109000.0,44569.0,0.0,10045.0,0.0,52691.0,3.649579624603822,1.0,0.5611566867650744
105,1,1,21.0,0.0,76574.0,10021.0,45252.0,0.0,125000.0,5.4776,1.0,0.5500478252987658
106,0,0,24.0,0.0,1145222.0,251392.0,1045626.0,0.0,2400000.0,1.76,2.0,0.5942588623167705
107,0,0,28.0,-121238.0,12914.0,0.0,0.0,0.0,11762.0,9.794252678115967,1.0,0.8768699401882619
111,0,0,22.0,0.0,118568.0,130272.0,70241.0,0.0,310000.0,2.9293548387096773,1.0,0.6429942944397724
115,0,0,24.0,0.0,537012.0,90208.0,236493.0,0.0,845000.0,2.2145562130177514,1.0,0.6254497183445143
118,1,0,27.0,-500000.0,100058.0,20048.0,90235.0,0.0,200000.0,5.1705,2.0,0.6406582240277956
121,0,0,33.0,0.0,0.0,472043.0,471874.0,0.0,940000.0,0.41670212765957443,2.0,0.5901837998614675
123,0,0,34.0,0.0,0.0,0.0,5716088.0,0.0,5700000.0,0.28224561403508774,0.0,0.6597213992422071
124,0,0,29.0,-300000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5546677272801808
125,0,0,25.0,0.0,0.0,10001.0,0.0,0.0,10000.0,0.01,0.0,0.5524639275405769
128,0,0,48.0,-200000.0,3422536.0,2203091.0,3004437.0,0.0,8377000.0,3.02093828339501,2.0,0.7853331099709654
129,0,0,32.0,0.0,219552.0,201636.0,600777.0,0.0,1010000.0,1.1846534653465346,2.0,0.6161659377645281
134,0,0,38.0,0.0,11757266.0,2080023.0,7080441.0,0.0,20000000.0,4.5886499999999995,1.0,0.8127349297738863
135,1,0,44.0,0.0,658852.0,100125.0,190329.0,0.0,950009.0,-0.07399929895400992,0.0,0.5619648133814106
136,0,1,19.0,-264628.0,63466.0,110451.0,0.0,0.0,167372.0,3.9104509714886597,2.0,0.5538360184142773
139,0,0,23.0,-30000.0,406820.0,10055.0,0.0,0.0,399979.0,4.224221771643012,2.0,0.6822176916285101
142,1,0,28.0,-115000.0,691.0,0.0,0.0,0.0,608.0,13.651315789473683,1.0,0.9020696173074593
146,0,0,36.0,0.0,0.0,100146.0,0.0,0.0,100000.0,0.146,2.0,0.5913757564415285
153,0,0,29.0,-904013.0,1203284.0,672272.0,2360791.0,0.0,4095987.0,3.426768688474841,2.0,0.6908229295618783
158,0,0,36.0,0.0,188954.0,140949.0,180632.0,0.0,500000.0,2.1069999999999998,2.0,0.6741550830237151
161,0,0,49.0,0.0,24552844.0,7007229.0,36889567.0,0.0,66300000.0,3.242292609351433,1.0,0.9188786847326795
162,0,0,45.0,0.0,0.0,301268.0,0.0,0.0,300000.0,0.4226666666666667,1.0,0.6743329335864919
171,0,0,29.0,0.0,54420.0,10037.0,40242.0,0.0,100000.0,4.699,1.0,0.7467861204282207
173,0,0,37.0,0.0,528106.0,100464.0,434160.0,0.0,1000000.0,6.273000000000001,2.0,0.8182077140362134
177,1,1,33.0,0.0,168539.0,20053.0,45222.0,0.0,225000.0,3.917333333333333,1.0,0.5564027573767499
179,0,0,32.0,0.0,520543.0,0.0,0.0,0.0,500000.0,4.1086,1.0,0.7403483384011889
183,1,0,56.0,0.0,748643.0,200557.0,3073990.0,0.0,4000000.0,0.57975,1.0,0.665396331523631
191,0,0,28.0,0.0,496901.0,511884.0,472025.0,0.0,1450000.0,2.1248275862068966,1.0,0.6492322596154261
193,0,0,25.0,0.0,144787.0,531720.0,130288.0,0.0,800000.0,0.8493749999999999,1.0,0.5750833680355931
195,0,0,30.0,0.0,0.0,100170.0,0.0,0.0,100000.0,0.16999999999999998,0.0,0.5912381323232143
197,0,0,34.0,0.0,0.0,0.0,16599227.0,0.0,16564511.0,0.20958059069778756,0.0,0.7268946965309531
200,0,0,34.0,0.0,0.0,0.0,50197824.0,4820898.0,55000000.0,0.03404,1.0,0.8713131267144261
202,1,0,21.0,0.0,11066.0,0.0,0.0,0.0,10000.0,10.66,1.0,0.8192096055735459
203,0,0,24.0,0.0,423597.0,100117.0,390833.0,0.0,900000.0,1.6163333333333332,1.0,0.6013087506824755
212,0,0,23.0,0.0,52694.0,10063.0,40140.0,0.0,100000.0,2.897,1.0,0.646765744581875
213,1,0,25.0,0.0,12421561.0,0.0,0.0,0.0,12000000.0,3.513008333333333,1.0,0.5632349676067246
214,0,1,20.0,-500000.0,119003.0,20055.0,106038.0,0.0,235500.0,4.074734607218684,2.0,0.5642856759733638
215,1,0,19.0,0.0,55248.0,20052.0,40121.0,0.0,110000.0,4.928181818181819,1.0,0.6063194780445872
218,1,0,17.0,0.0,273788.0,60184.0,241781.0,0.0,550000.0,4.682363636363637,2.0,0.5665846382367052
219,0,0,24.0,0.0,203961.0,0.0,0.0,0.0,200000.0,1.9805,1.0,0.613847720095158
220,0,0,23.0,-88879.0,12137.0,0.0,0.0,0.0,11121.0,9.135869076521894,1.0,0.8480156146287052
221,0,0,22.0,0.0,76727.0,110408.0,50151.0,0.0,230000.0,3.167826086956522,1.0,0.6525798618945584
226,0,0,21.0,0.0,55850.0,10026.0,40071.0,0.0,100000.0,5.946999999999999,1.0,0.7505387037370349
236,0,0,39.0,0.0,41513.0,10033.0,50339.0,0.0,100000.0,1.8849999999999998,1.0,0.6967331916493122
237,1,0,22.0,-640994.0,3619076.0,0.0,0.0,0.0,3480006.0,3.9962574777169926,1.0,0.5698026771651782
251,1,1,20.0,-88731.0,12917.0,0.0,0.0,0.0,11712.0,10.288592896174864,1.0,0.7375453431276868
253,1,0,38.0,0.0,73829.0,20107.0,110384.0,0.0,200000.0,2.16,1.0,0.6038725231802928
255,0,1,37.0,0.0,120582.0,2190949.0,636947.0,0.0,2925000.0,0.8026666666666665,1.0,0.5681239564503497
256,1,0,34.0,0.0,6988209.0,852665.0,2900112.0,0.0,10350000.0,3.7776425120772954,1.0,0.6610702769566902
258,1,0,20.0,0.0,216439.0,40106.0,160750.0,0.0,400000.0,4.3237499999999995,2.0,0.5689783629478907
259,1,0,22.0,-89042.0,12081.0,0.0,0.0,0.0,10958.0,10.24822047818945,2.0,0.7995354705880242
271,0,0,25.0,0.0,271315.0,583153.0,866823.0,0.0,1701410.0,1.168501419410959,2.0,0.5764885615293782
274,1,0,28.0,0.0,10577.0,0.0,0.0,0.0,10000.0,5.7700000000000005,1.0,0.6924082815728146
277,1,0,44.0,0.0,393466.0,50127.0,80367.0,0.0,500000.0,4.792,2.0,0.725305101856169
278,0,0,21.0,-100000.0,57155.0,20114.0,131962.0,0.0,200000.0,4.6155,2.0,0.6868618792569782
283,0,0,44.0,0.0,44520.0,10035.0,50294.0,0.0,100000.0,4.849,1.0,0.8163203328907312
285,1,0,50.0,0.0,5469785.0,1001395.0,3392700.0,0.0,10000000.0,-1.3612000000000002,0.0,0.566929500496441
293,1,0,17.0,0.0,44135.0,10023.0,50170.0,0.0,100000.0,4.328,1.0,0.5678768496144109
298,0,0,25.0,0.0,0.0,100196.0,0.0,0.0,100000.0,0.196,0.0,0.5612318012637093
300,1,0,39.0,0.0,1548344.0,300876.0,1293188.0,0.0,3000000.0,4.746933333333334,1.0,0.7196578896649038
301,0,0,51.0,0.0,2992356.0,1001178.0,1007027.0,0.0,5000000.0,0.01122,1.0,0.6982740075082158
305,1,0,20.0,0.0,66950.0,20104.0,70752.0,0.0,150000.0,5.2040000000000015,2.0,0.6067350339672272
309,0,0,33.0,0.0,731066.0,1818032.0,320886.0,0.0,2850000.0,0.7011929824561404,1.0,0.6255083683654067
310,0,0,21.0,0.0,1283013.0,200474.0,491619.0,0.0,1950000.0,1.2874871794871792,2.0,0.5503207654578747
311,0,0,27.0,0.0,13789842.0,12536332.0,8507718.0,0.0,35000000.0,-0.47459428571428564,1.0,0.6434144965874631
312,0,0,38.0,0.0,1080043.0,210660.0,1223983.0,0.0,2449457.0,2.662998370659293,1.0,0.7269601889365344
315,1,1,18.0,0.0,108837.0,0.0,0.0,0.0,100000.0,8.837,2.0,0.6573955033014035
316,0,0,20.0,0.0,707057.0,150290.0,664671.0,0.0,1500000.0,1.4678666666666667,2.0,0.5537697945524409
320,0,0,25.0,0.0,70348.0,220234.0,110290.0,0.0,400000.0,0.218,0.0,0.5636342674700362
323,1,0,32.0,0.0,76690.0,10039.0,20114.0,0.0,100000.0,6.843000000000001,2.0,0.7373809694954321
324,0,0,37.0,0.0,236348.0,10011.0,50100.0,0.0,300000.0,-1.1803333333333335,0.0,0.5752984453781148
325,1,0,35.0,0.0,218871.0,170427.0,240956.0,0.0,620000.0,1.6538709677419354,1.0,0.5648278980477642
328,0,0,23.0,-540000.0,123411.0,40201.0,303914.0,0.0,460000.0,1.636086956521739,2.0,0.5700091475967061
329,0,1,27.0,0.0,467171.0,100101.0,10453409.0,0.0,11025000.0,-0.039174603174603174,0.0,0.5472772097601128
331,1,0,29.0,0.0,229259.0,40159.0,140623.0,0.0,400000.0,2.51025,1.0,0.5634811403884801
333,1,0,24.0,0.0,231119.0,20104.0,10032.0,50272.0,300000.0,3.842333333333333,2.0,0.5716380511375022
337,1,0,21.0,0.0,109795.0,100578.0,0.0,0.0,200000.0,5.1865000000000006,2.0,0.611933088674181
340,1,0,24.0,-40000.0,197258.0,0.0,0.0,0.0,190000.0,3.8199999999999994,1.0,0.5879987101548745
344,1,0,19.0,-98513.0,44136.0,10021.0,0.0,0.0,51487.0,5.185775050012625,0.0,0.6330547328212641
349,0,0,33.0,0.0,0.0,800849.0,0.0,0.0,800000.0,0.10612500000000001,1.0,0.5930516629601554
352,1,0,33.0,-1000000.0,4314375.0,210731.0,701778.0,0.0,5000000.0,4.53768,1.0,0.6589925388151694
353,0,0,18.0,0.0,97373.0,20055.0,90440.0,0.0,200000.0,3.934,1.0,0.6603593167926374
354,1,0,50.0,0.0,32710.0,50409.0,120655.0,0.0,200000.0,1.8870000000000002,2.0,0.6470175497546985
355,1,0,34.0,0.0,203111.0,40120.0,130932.0,0.0,360000.0,3.934166666666666,2.0,0.6374306750074948
356,1,0,21.0,0.0,66298.0,40072.0,30091.0,0.0,130000.0,4.97,1.0,0.6202234912919217
357,0,0,36.0,-100000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5830731079558629
366,1,0,23.0,0.0,188410.0,30136.0,100723.0,0.0,300000.0,6.422999999999999,2.0,0.6746495703882847
368,0,0,27.0,0.0,0.0,35140681.0,0.0,0.0,35000000.0,0.40194571428571424,1.0,0.7472741346293748
371,1,0,27.0,0.0,54413.0,10039.0,40054.0,0.0,100000.0,4.506,1.0,0.6364489415747663
380,0,1,19.0,0.0,197626.0,30115.0,115901.0,0.0,325000.0,5.735999999999999,2.0,0.6363688560198092
384,0,0,28.0,0.0,164615.0,0.0,0.0,0.0,150000.0,9.743333333333332,2.0,0.8682489313845105
387,0,0,23.0,0.0,245602.0,2101904.0,6666458.0,0.0,9000000.0,0.15515555555555555,1.0,0.589468800068142
390,0,0,26.0,0.0,69742.0,130021.0,109899.0,0.0,310000.0,-0.10903225806451612,0.0,0.5549281937757121
391,1,0,23.0,0.0,418761.0,30120.0,181238.0,0.0,600000.0,5.019833333333333,2.0,0.6173322068046785
392,0,0,21.0,-100000.0,10832.0,0.0,0.0,0.0,10000.0,8.32,2.0,0.8095084607079089
394,1,0,20.0,0.0,687316.0,140264.0,584081.0,0.0,1360000.0,3.7986029411764703,0.0,0.5850216347067989
395,0,0,23.0,0.0,115804.0,30182.0,160857.0,0.0,300000.0,2.281,2.0,0.6043941856493251
397,0,0,26.0,0.0,524254.0,145892.0,0.0,0.0,645000.0,3.8986046511627905,2.0,0.6869998361601626
398,0,0,35.0,0.0,10848112.0,1054296.0,4520396.0,0.0,16000000.0,2.642525,2.0,0.7078547650619801
399,0,1,30.0,0.0,1541643.0,100712.0,2477600.0,0.0,4025000.0,2.359130434782609,1.0,0.5920146301037604
400,0,0,37.0,0.0,250501.0,211139.0,40242.0,0.0,500000.0,0.3764,1.0,0.6255559741052844
401,1,0,27.0,0.0,315396.0,0.0,0.0,0.0,300000.0,5.132,1.0,0.6613506948504201
403,1,0,43.0,0.0,190658.0,40075.0,180455.0,0.0,400000.0,2.7969999999999997,1.0,0.6604793366393156
406,1,0,22.0,-90000.0,98960.0,201059.0,0.0,0.0,290000.0,3.4548275862068967,1.0,0.5600606248456781
409,0,0,25.0,0.0,10980.0,100683.0,201577.0,0.0,310000.0,1.0451612903225806,1.0,0.5818915895213653
410,1,0,24.0,-299881.0,2890978.0,703007.0,3380950.0,0.0,6742469.0,3.4477874499682537,1.0,0.5922087225415928
424,1,0,31.0,0.0,359963.0,30110.0,130288.0,0.0,500000.0,4.0722000000000005,1.0,0.6422971296903393
428,0,0,29.0,0.0,1837770.0,301206.0,1024198.0,0.0,3000000.0,5.439133333333333,1.0,0.7751320896447856
429,1,0,23.0,0.0,44198.0,10022.0,50151.0,0.0,100000.0,4.3709999999999996,1.0,0.6068346176844274
431,0,0,29.0,0.0,803697.0,200071.0,990172.0,0.0,2000000.0,-0.303,0.0,0.5713032952903501
437,0,1,37.0,0.0,0.0,3933571.0,0.0,0.0,3900000.0,0.860794871794872,2.0,0.5579094975055673
438,1,0,35.0,0.0,43168.0,10078.0,50153.0,0.0,100000.0,3.3990000000000005,2.0,0.6204825026742727
439,0,0,24.0,0.0,141972.0,30182.0,131612.0,0.0,300000.0,1.2553333333333332,2.0,0.5656654726586703
440,1,0,29.0,0.0,95767.0,20061.0,90369.0,0.0,200000.0,3.0985,2.0,0.5709244312936244
444,1,1,33.0,0.0,66298.0,10018.0,55256.0,0.0,125000.0,5.2576,1.0,0.6148956746122511
453,1,0,29.0,0.0,1835197.0,6251063.0,10035520.0,0.0,18000000.0,0.6765555555555556,2.0,0.571431384762023
456,0,0,25.0,0.0,0.0,100683.0,0.0,0.0,100000.0,0.683,1.0,0.5645156915561631
457,0,0,23.0,0.0,128756.0,2182348.0,695752.0,0.0,3000000.0,0.2285333333333333,0.0,0.5672062864727456
459,0,0,20.0,0.0,2598009.0,16488159.0,0.0,0.0,18770000.0,1.6844326052210974,2.0,0.6462297617382133
469,0,0,27.0,0.0,476515.0,160194.0,873180.0,0.0,1500000.0,0.6592666666666667,1.0,0.5821304244538393
470,0,0,23.0,0.0,1275391.0,200583.0,583612.0,0.0,2000000.0,2.9793,0.0,0.6697150739378819
473,0,0,17.0,-93000.0,279726.0,10011.0,30066.0,0.0,307000.0,4.170358306188925,2.0,0.6454962764033433
476,0,0,25.0,0.0,11071.0,120267.0,70244.0,0.0,200000.0,0.791,1.0,0.5698942126402827
478,0,0,34.0,-1499000.0,11931109.0,2604961.0,13893523.0,0.0,27600000.0,3.005771739130435,0.0,0.7844315340800477
482,0,0,42.0,0.0,115135.0,20021.0,59985.0,0.0,200000.0,-2.4295,0.0,0.5517965961997021
484,0,0,20.0,0.0,40467.0,10014.0,50122.0,0.0,100000.0,0.603,0.0,0.5475660410393547
490,0,0,22.0,0.0,527502.0,1530822.0,2961537.0,0.0,5000000.0,0.3972200000000001,0.0,0.5808447041982449
492,0,0,25.0,0.0,0.0,0.0,201309.0,0.0,200000.0,0.6545,1.0,0.5641704888556303
493,0,1,21.0,0.0,511479.0,100390.0,456346.0,0.0,1025000.0,4.2160975609756095,1.0,0.603842172308677
495,0,0,33.0,0.0,0.0,0.0,15122210.0,0.0,15000000.0,0.8147333333333333,2.0,0.7039984074339309
496,0,0,19.0,0.0,62724.0,110296.0,30113.0,0.0,200000.0,1.5664999999999998,0.0,0.5841766500198537
499,0,0,24.0,0.0,0.0,30045.0,0.0,0.0,30000.0,0.15,0.0,0.5524881472934497
500,0,0,27.0,0.0,39965.0,10001.0,49909.0,0.0,100000.0,-0.125,0.0,0.5594029855200331
501,0,0,35.0,0.0,0.0,498533.0,0.0,0.0,497000.0,0.30845070422535215,2.0,0.5945213603827488
504,0,0,29.0,0.0,49571.0,210113.0,40038.0,0.0,300000.0,-0.09266666666666666,0.0,0.574435143879559
509,0,0,23.0,0.0,0.0,500982.0,0.0,0.0,500000.0,0.1964,0.0,0.5509839931271721
515,0,0,23.0,0.0,0.0,100196.0,0.0,0.0,100000.0,0.196,0.0,0.5486272213749956
516,1,0,33.0,0.0,3263717.0,200715.0,493227.0,0.0,3800000.0,4.148921052631579,2.0,0.6393072225070332
519,0,0,22.0,0.0,54696.0,40046.0,40165.0,0.0,130000.0,3.7746153846153847,0.0,0.6924737151182667
532,0,0,30.0,0.0,276766.0,120543.0,110244.0,0.0,500000.0,1.5106,1.0,0.6313364875984379
533,0,0,42.0,-430000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6497715773285295
534,0,0,47.0,0.0,0.0,10007.0,0.0,0.0,10000.0,0.06999999999999999,0.0,0.6862865643222421
535,1,0,24.0,0.0,264678.0,40159.0,220705.0,0.0,500000.0,5.1084,1.0,0.6447706338828497
537,0,0,23.0,0.0,212545.0,140949.0,271023.0,0.0,600000.0,4.086166666666666,2.0,0.6798248559904632
538,0,0,19.0,0.0,76881.0,10023.0,20076.0,0.0,100000.0,6.98,1.0,0.7747332342473645
539,1,0,22.0,0.0,872278.0,220819.0,764173.0,0.0,1789747.0,3.7727678828348368,1.0,0.5797314857075871
543,1,0,33.0,0.0,394518.0,30110.0,100605.0,0.0,500000.0,5.0466,1.0,0.6921452153188448
545,0,0,26.0,0.0,54696.0,10020.0,40165.0,0.0,100000.0,4.881,1.0,0.73839948135923
547,0,0,24.0,0.0,165834.0,10063.0,30105.0,0.0,200000.0,3.001,1.0,0.6565779639104485
548,0,0,27.0,-500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5575656682532183
549,1,0,28.0,0.0,109276.0,0.0,0.0,0.0,100000.0,9.276,1.0,0.8085049383824326
552,0,0,31.0,0.0,41513.0,10033.0,50339.0,0.0,100000.0,1.8849999999999998,0.0,0.6685771815538556
553,0,0,21.0,0.0,305166.0,40146.0,361916.0,0.0,700000.0,1.0325714285714285,1.0,0.5567646155761087
555,1,0,27.0,0.0,0.0,0.0,97637097.0,0.0,97500000.0,0.14061230769230768,0.0,0.9432023443251363
557,0,0,21.0,0.0,265037.0,10038.0,30206.0,0.0,300000.0,1.760333333333333,2.0,0.5681012227085239
561,1,0,22.0,0.0,53990.0,10093.0,40366.0,0.0,100000.0,4.449,2.0,0.5861454032139803
562,0,0,21.0,0.0,40372.0,10012.0,50099.0,0.0,100000.0,0.483,0.0,0.548549323823775
564,1,0,19.0,0.0,44384.0,20180.0,30320.0,0.0,90000.0,5.426666666666667,2.0,0.6099390042205666
565,0,0,32.0,0.0,652121.0,100468.0,200453.0,0.0,900000.0,5.893555555555555,1.0,0.7982174972221999
567,1,0,22.0,0.0,485776.0,80272.0,383060.0,0.0,900000.0,5.456444444444444,2.0,0.6312419896397221
572,0,0,36.0,0.0,218156.0,9331505.0,649177.0,0.0,10088278.0,1.095925389843539,2.0,0.6843401746536909
576,0,0,25.0,0.0,0.0,100032.0,0.0,0.0,100000.0,0.032,0.0,0.5539662846517859
583,0,0,22.0,-140000.0,52270.0,0.0,0.0,0.0,50000.0,4.54,0.0,0.7189299874883259
587,1,0,44.0,0.0,9411215.0,1346818.0,3568262.0,0.0,14020000.0,2.184700427960057,2.0,0.6422833546128597
588,1,0,21.0,0.0,32928.0,0.0,0.0,0.0,30000.0,9.76,1.0,0.7939980815435654
592,0,0,24.0,0.0,94996.0,20026.0,90104.0,0.0,200000.0,2.563,2.0,0.6219284892225907
593,1,0,32.0,0.0,10884.0,23176382.0,124835118.0,0.0,147150000.0,0.592853550798505,2.0,0.9855453094078365
599,0,0,28.0,0.0,295401.0,883063.0,431499.0,0.0,1600000.0,0.6226875,2.0,0.5697778485323111
601,1,0,45.0,-100000.0,106020.0,0.0,0.0,0.0,100000.0,6.02,0.0,0.7954215520843056
604,0,0,32.0,0.0,50465.0,10013.0,40079.0,0.0,100000.0,0.557,0.0,0.6197408141299672
615,0,0,29.0,0.0,0.0,2267029.0,0.0,1586564.0,3850000.0,0.09332467532467532,2.0,0.559419453273331
616,0,0,24.0,0.0,414172.0,110406.0,170791.0,0.0,660000.0,5.3589393939393934,2.0,0.7314457151799186
621,1,0,25.0,-388949.0,12081.0,0.0,0.0,0.0,11051.0,9.32042349108678,1.0,0.7942002210063482
624,0,0,22.0,0.0,32290.0,0.0,120874.0,0.0,150000.0,2.1093333333333333,1.0,0.6083013763379874
627,1,0,37.0,0.0,257893.0,100271.0,656312.0,0.0,1000000.0,1.4476,2.0,0.5526259629927516
628,1,0,27.0,0.0,317668.0,210382.0,200661.0,0.0,700000.0,4.101571428571429,1.0,0.6212630864232569
634,0,0,25.0,0.0,0.0,100340.0,100605.0,0.0,200000.0,0.47250000000000003,1.0,0.5559503443639544
643,0,0,41.0,0.0,45937929.0,1505253.0,21461505.0,0.0,65250000.0,5.601052873563218,1.0,0.8693767694044914
645,1,0,34.0,0.0,0.0,50249491.0,0.0,0.0,50000000.0,0.498982,2.0,0.7547472702004623
650,1,0,48.0,0.0,0.0,0.0,705555.0,0.0,700000.0,0.7935714285714286,2.0,0.5927195948287771
651,1,0,42.0,0.0,0.0,100153.0,0.0,0.0,100000.0,0.153,0.0,0.5588252521453843
652,1,0,36.0,-40000.0,52270.0,10018.0,0.0,0.0,60000.0,3.8133333333333335,0.0,0.6761109513919703
654,1,0,59.0,0.0,11326694.0,0.0,507481.0,0.0,11300000.0,4.727212389380531,2.0,0.7830424649873251
655,1,0,23.0,0.0,176304.0,10017.0,20075.0,0.0,200000.0,3.198,1.0,0.5552025121251972
662,0,0,24.0,0.0,25349.0,0.0,0.0,0.0,25000.0,1.3959999999999997,0.0,0.6067482276784543
665,0,0,45.0,0.0,580371.0,90070.0,220300.0,0.0,900000.0,-1.0287777777777778,0.0,0.6318968050846522
666,0,0,18.0,0.0,340781.0,230339.0,362737.0,0.0,900000.0,3.761888888888889,2.0,0.6390184704610772
668,1,0,61.0,0.0,3336480.0,8882537.0,8905447.0,0.0,21000000.0,0.5926857142857143,1.0,0.7655872971035738
673,0,0,24.0,0.0,70651.0,110254.0,20040.0,0.0,200000.0,0.47250000000000003,1.0,0.549005934350811
676,1,0,21.0,-200000.0,240347.0,0.0,0.0,0.0,220000.0,9.248636363636363,2.0,0.7632055181154447
679,0,0,27.0,0.0,1500442.0,100712.0,432440.0,0.0,2000000.0,1.6797,1.0,0.62107893638529
680,1,0,24.0,-2240000.0,1348589.0,563492.0,954106.0,0.0,2750000.0,4.224981818181818,2.0,0.56533176148423
682,1,0,24.0,-410000.0,35297.0,10003.0,0.0,0.0,42000.0,7.857142857142857,2.0,0.7284652759112498
683,0,0,31.0,0.0,0.0,0.0,200096.0,0.0,200000.0,0.048,0.0,0.5930055102245749
684,0,0,26.0,0.0,307080.0,398564.0,170668.0,0.0,847500.0,3.399646017699115,1.0,0.686278049923168
689,0,0,25.0,0.0,0.0,1907952.0,0.0,0.0,1900000.0,0.4185263157894737,1.0,0.5632865173266646
690,0,0,30.0,0.0,0.0,20046.0,0.0,0.0,20000.0,0.22999999999999998,1.0,0.5753849207431606
696,0,0,27.0,0.0,149848.0,10021.0,40206.0,0.0,200000.0,0.0375,1.0,0.5480892869355148
